Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
1619,Miguel Román,es ESP,MF,Celta Vigo,es La Liga,23.0,2002,6,5,495,5.5,0,1,1,0,0,0,0,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,1619,es ESP,MF,es La Liga,23-262,2002,5.5,0,5,0,0.0,0.91,0.00,0.00,,0,0,2019,es ESP,MF,es La Liga,23-262,2002,6,495,83,91.7,5.5,5,90,5,1,45,0,0.67,3,4,-1,-0.18,+3.82,1619,es ESP,MF,es La Liga,23-262,2002,5.5,0,0,0,3,4,0,14,2,4,0
1620,Alessandro Romano,ch SUI,MF,Cagliari,it Serie A,20.0,2006,4,4,360,4.0,1,0,1,1,0,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1620,ch SUI,MF,it Serie A,20-089,2006,4.0,1,6,4,66.7,1.50,1.00,0.17,0.25,0,0,2020,ch SUI,MF,it Serie A,20-089,2006,4,360,90,100.0,4.0,4,90,4,0,,0,2.25,4,2,+2,+0.50,,1620,ch SUI,MF,it Serie A,20-089,2006,4.0,0,0,0,4,4,0,11,2,7,0
1621,Carlos Romero,es ESP,DF,Villarreal,es La Liga,24.0,2001,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1621,es ESP,DF,es La Liga,24-320,2001,3.0,0,2,0,0.0,0.67,0.00,0.00,,0,0,2021,es ESP,DF,es La Liga,24-320,2001,3,270,90,75.0,3.0,3,90,3,0,,0,0.67,4,5,-1,-0.33,+0.67,1621,es ESP,DF,es La Liga,24-320,2001,3.0,1,0,0,2,7,0,6,1,5,0
1622,Cristian Romero,ar ARG,DF,Atlético Madrid,es La Liga,28.0,1998,2,1,122,1.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1622,ar ARG,DF,es La Liga,28-140,1998,1.4,0,1,0,0.0,0.74,0.00,0.00,,0,0,2022,ar ARG,DF,es La Liga,28-140,1998,2,122,61,27.1,1.4,1,90,1,1,32,1,1.50,3,1,+2,+1.48,+0.93,1622,ar ARG,DF,es La Liga,28-140,1998,1.4,0,0,0,0,3,0,0,0,0,0
1623,Isaac Romero,es ESP,"MF,FW",Sevilla,es La Liga,26.0,2000,4,2,175,1.9,1,1,2,1,0,0,2,0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,1623,es ESP,"MF,FW",es La Liga,26-119,2000,1.9,1,4,1,25.0,2.06,0.51,0.25,1.00,0,0,2023,es ESP,"MF,FW",es La Liga,26-119,2000,4,175,44,38.9,1.9,2,54,0,2,34,1,2.25,2,2,0,0.00,-0.65,1623,es ESP,"MF,FW",es La Liga,26-119,2000,1.9,2,0,0,6,3,1,2,1,3,0
1624,Iván Romero,es ESP,FW,Levante,es La Liga,25.0,2001,5,4,314,3.5,1,0,1,1,0,0,1,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,1624,es ESP,FW,es La Liga,25-157,2001,3.5,1,15,6,40.0,4.30,1.72,0.07,0.17,0,0,2024,es ESP,FW,es La Liga,25-157,2001,5,314,63,69.8,3.5,4,71,0,1,32,0,1.00,6,5,+1,+0.29,+2.27,1624,es ESP,FW,es La Liga,25-157,2001,3.5,1,0,0,3,7,2,2,0,2,0
1625,José Romero,ar ARG,FW,Parma,it Serie A,23.0,2003,2,1,83,0.9,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1625,ar ARG,FW,it Serie A,23-173,2003,0.9,0,3,3,100.0,3.25,3.25,0.00,0.00,0,0,2025,ar ARG,FW,it Serie A,23-173,2003,2,83,42,30.7,0.9,1,54,0,1,29,1,0.50,0,2,-2,-2.17,-1.69,1625,ar ARG,FW,it Serie A,23-173,2003,0.9,0,0,0,1,2,0,0,0,1,0
1626,Zaid Romero,ar ARG,DF,Getafe,es La Liga,26.0,1999,4,4,336,3.7,0,0,0,0,0,0,2,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1626,ar ARG,DF,es La Liga,26-273,1999,3.7,0,1,0,0.0,0.27,0.00,0.00,,0,0,2026,ar ARG,DF,es La Liga,26-273,1999,4,336,84,74.7,3.7,4,84,3,0,,0,1.00,2,5,-3,-0.80,-0.80,1626,ar ARG,DF,es La Liga,26-273,1999,3.7,2,1,1,3,3,0,4,7,3,0
1627,Rômulo,br BRA,FW,RB Leipzig,de Bundesliga,24.0,2002,1,0,17,0.2,1,0,1,1,0,0,0,0,5.29,,,,,,,,,,,,,,,,,,,,,,,,,1627,br BRA,FW,de Bundesliga,24-218,2002,0.2,1,1,1,100.0,5.29,5.29,1.00,1.00,0,0,2027,br BRA,FW,de Bundesliga,24-218,2002,1,17,17,6.3,0.2,0,,0,1,17,0,3.00,1,0,+1,+5.29,+3.52,1627,br BRA,FW,de Bundesliga,24-218,2002,0.2,0,0,0,1,0,0,0,0,1,0
1628,Imad Rondić,ba BIH,FW,Köln,de Bundesliga,27.0,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1628,ba BIH,FW,de Bundesliga,27-210,1999,0.0,0,0,0,,0.00,0.00,,,0,0,2028,ba BIH,FW,de Bundesliga,27-210,1999,1,1,1,0.4,0.0,0,,0,1,1,0,0.00,0,0,0,0.00,+0.67,1628,ba BIH,FW,de Bundesliga,27-210,1999,0.0,0,0,0,0,0,0,0,0,0,0
1629,Valentin Rongier,fr FRA,MF,Rennes,fr Ligue 1,31.0,1994,4,4,343,3.8,1,0,1,1,0,0,0,0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,1629,fr FRA,MF,fr Ligue 1,31-281,1994,3.8,1,3,3,100.0,0.79,0.79,0.33,0.33,0,0,2029,fr FRA,MF,fr Ligue 1,31-281,1994,4,343,86,95.3,3.8,4,86,3,0,,0,2.50,7,5,+2,+0.52,-4.77,1629,fr FRA,MF,fr Ligue 1,31-281,1994,3.8,0,0,0,5,3,0,1,4,6,0
1630,Marten de Roon,nl NED,"DF,MF",Roma,it Serie A,35.0,1991,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1630,nl NED,"DF,MF",it Serie A,35-169,1991,0.1,0,0,0,,0.00,0.00,,,0,0,2031,nl NED,"DF,MF",it Serie A,35-169,1991,1,7,7,2.6,0.1,0,,0,1,7,1,3.00,0,0,0,0.00,-3.08,1630,nl NED,"DF,MF",it Serie A,35-169,1991,0.1,0,0,0,0,0,0,0,0,1,0
1631,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,23.0,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1631,de GER,DF,de Bundesliga,23-216,2003,0.2,0,0,0,,0.00,0.00,,,0,0,2032,de GER,DF,de Bundesliga,23-216,2003,1,22,22,8.1,0.2,0,,0,1,22,2,3.00,0,1,-1,-4.09,-7.72,1631,de GER,DF,de Bundesliga,23-216,2003,0.2,0,0,0,0,0,0,0,2,0,0
1632,Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,21.0,2004,3,3,270,3.0,0,1,1,0,0,0,0,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,1632,de GER,DF,de Bundesliga,21-320,2004,3.0,0,4,2,50.0,1.33,0.67,0.00,0.00,0,0,2033,de GER,DF,de Bundesliga,21-320,2004,3,270,90,100.0,3.0,3,90,3,0,,0,0.33,4,10,-6,-2.00,,1632,de GER,DF,de Bundesliga,21-320,2004,3.0,0,0,0,3,2,1,7,3,7,0
1633,Mats Rots,nl NED,DF,Hoffenheim,de Bundesliga,20.0,2006,3,2,162,1.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1633,nl NED,DF,de Bundesliga,20-187,2006,1.8,0,3,0,0.0,1.67,0.00,0.00,,0,0,2034,nl NED,DF,de Bundesliga,20-187,2006,3,162,54,60.0,1.8,2,79,1,1,4,0,1.00,4,4,0,0.00,+0.83,1633,nl NED,DF,de Bundesliga,20-187,2006,1.8,0,0,0,3,0,1,10,2,2,0
1634,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,25.0,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1634,fr FRA,DF,fr Ligue 1,25-108,2001,2.0,0,1,0,0.0,0.50,0.00,0.00,,0,0,2035,fr FRA,DF,fr Ligue 1,25-108,2001,2,180,90,50.0,2.0,2,90,2,0,,2,3.00,3,1,+2,+1.00,+0.50,1634,fr FRA,DF,fr Ligue 1,25-108,2001,2.0,0,0,0,0,0,0,0,1,2,0
1635,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,24.0,2001,2,2,126,1.4,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1635,it ITA,MF,it Serie A,24-284,2001,1.4,0,1,0,0.0,0.71,0.00,0.00,,0,0,2036,it ITA,MF,it Serie A,24-284,2001,2,126,63,35.0,1.4,2,63,1,0,,0,3.00,2,0,+2,+1.43,+1.04,1635,it ITA,MF,it Serie A,24-284,2001,1.4,0,0,0,1,2,0,0,2,2,0
1636,Jonathan Rowe,eng ENG,"FW,MF",Bologna,it Serie A,23.0,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1636,eng ENG,"FW,MF",it Serie A,23-137,2003,0.3,0,1,1,100.0,2.90,2.90,0.00,0.00,0,0,2037,eng ENG,"FW,MF",it Serie A,23-137,2003,1,31,31,8.6,0.3,0,,0,1,31,0,0.00,0,0,0,0.00,+0.82,1636,eng ENG,"FW,MF",it Serie A,23-137,2003,0.3,0,0,0,1,2,0,1,0,0,0
1637,Jonathan Rowe,eng ENG,FW,Atalanta,it Serie A,23.0,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1637,eng ENG,FW,it Serie A,23-137,2003,1.0,0,3,0,0.0,3.00,0.00,0.00,,0,0,2038,eng ENG,FW,it Serie A,23-137,2003,1,90,90,25.0,1.0,1,90,1,0,,1,0.00,1,2,-1,-1.00,-1.33,1637,eng ENG,FW,it Serie A,23-137,2003,1.0,0,0,0,0,3,1,8,0,3,0
1638,Albion Rrahmani,xk KVX,FW,Venezia,it Serie A,26.0,2000,3,1,62,0.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1638,xk KVX,FW,it Serie A,26-014,2000,0.7,0,4,1,25.0,5.81,1.45,0.00,0.00,0,0,2040,xk KVX,FW,it Serie A,26-014,2000,3,62,21,17.2,0.7,1,45,0,2,9,1,0.00,0,3,-3,-4.35,-3.15,1638,xk KVX,FW,it Serie A,26-014,2000,0.7,0,0,0,1,0,0,0,1,1,0
1639,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,32.0,1994,4,4,360,4.0,0,1,1,0,0,0,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,1639,xk KVX,DF,it Serie A,32-202,1994,4.0,0,4,0,0.0,1.00,0.00,0.00,,0,0,2041,xk KVX,DF,it Serie A,32-202,1994,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,6,5,+1,+0.25,,1639,xk KVX,DF,it Serie A,32-202,1994,4.0,0,0,0,7,3,0,0,4,6,0
1640,Rubén,es ESP,DF,Elche,es La Liga,25.0,2001,1,0,15,0.2,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1640,es ESP,DF,es La Liga,25-222,2001,0.2,0,1,0,0.0,6.00,0.00,0.00,,0,0,2042,es ESP,DF,es La Liga,25-222,2001,1,15,15,3.3,0.2,0,,0,1,15,1,1.00,0,1,-1,-6.00,-4.76,1640,es ESP,DF,es La Liga,25-222,2001,0.2,1,0,0,1,0,0,0,0,0,0
1641,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,33.0,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1641,de GER,DF,es La Liga,33-195,1993,2.0,0,2,1,50.0,1.00,0.50,0.00,0.00,0,0,2043,de GER,DF,es La Liga,33-195,1993,2,180,90,40.0,2.0,2,90,2,0,,3,3.00,8,1,+7,+3.50,+2.50,1641,de GER,DF,es La Liga,33-195,1993,2.0,0,0,0,1,1,0,0,0,0,0
1642,Jack Rudoni,eng ENG,MF,Coventry City,eng Premier League,26.0,2000,4,3,225,2.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1642,eng ENG,MF,eng Premier League,26-111,2000,2.5,0,5,3,60.0,2.00,1.20,0.00,0.00,0,0,2044,eng ENG,MF,eng Premier League,26-111,2000,4,225,56,62.5,2.5,3,68,0,1,21,0,0.00,0,4,-4,-1.60,+2.40,1642,eng ENG,MF,eng Premier League,26-111,2000,2.5,0,0,0,5,3,0,9,2,1,0
1643,Javi Rueda,es ESP,MF,Celta Vigo,es La Liga,24.0,2002,6,3,330,3.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1643,es ESP,MF,es La Liga,24-129,2002,3.7,0,2,0,0.0,0.55,0.00,0.00,,0,0,2045,es ESP,MF,es La Liga,24-129,2002,6,330,55,61.1,3.7,3,77,0,3,33,0,0.67,2,3,-1,-0.27,+0.58,1643,es ESP,MF,es La Liga,24-129,2002,3.7,1,0,0,4,5,2,10,5,5,0
1644,Matteo Ruggeri,it ITA,"DF,MF",Aston Villa,eng Premier League,24.0,2002,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1644,it ITA,"DF,MF",eng Premier League,24-065,2002,0.3,0,0,0,,0.00,0.00,,,0,0,2048,it ITA,"DF,MF",eng Premier League,24-065,2002,2,25,13,6.9,0.3,0,,0,2,13,2,0.50,0,0,0,0.00,+1.61,1644,it ITA,"DF,MF",eng Premier League,24-065,2002,0.3,0,0,0,0,0,0,2,1,0,0
1645,Fabián Ruiz Peña,es ESP,MF,Paris SG,fr Ligue 1,30.0,1996,4,2,229,2.5,0,2,2,0,0,0,1,0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,1645,es ESP,MF,fr Ligue 1,30-164,1996,2.5,0,2,2,100.0,0.79,0.79,0.00,0.00,0,0,2049,es ESP,MF,fr Ligue 1,30-164,1996,4,229,57,63.6,2.5,2,73,0,2,42,0,1.25,3,3,0,0.00,0.00,1645,es ESP,MF,fr Ligue 1,30-164,1996,2.5,1,0,0,2,2,0,5,3,4,0
1646,Otto Ruoppi,fi FIN,"FW,MF",Mainz 05,de Bundesliga,20.0,2006,3,0,32,0.4,0,1,1,0,0,0,0,0,2.81,,,,,,,,,,,,,,,,,,,,,,,,,1646,fi FIN,"FW,MF",de Bundesliga,20-226,2006,0.4,0,0,0,,0.00,0.00,,,0,0,2051,fi FIN,"FW,MF",de Bundesliga,20-226,2006,3,32,11,11.9,0.4,0,,0,3,11,0,1.33,2,0,+2,+5.63,+5.25,1646,fi FIN,"FW,MF",de Bundesliga,20-226,2006,0.4,0,0,0,0,0,0,1,0,0,0
1647,Carl Rushworth,eng ENG,GK,Coventry City,eng Premier League,25.0,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,87,eng ENG,GK,eng Premier League,25-074,2001,4,4,360,4.0,10,2.50,17,7,41.2,0,0,4,0,0.0,1,1,0,0,1647,eng ENG,GK,eng Premier League,25-074,2001,4.0,0,0,0,,0.00,0.00,,,0,0,2052,eng ENG,GK,eng Premier League,25-074,2001,4,360,90,100.0,4.0,4,90,4,0,,0,0.00,0,10,-10,-2.50,,1647,eng ENG,GK,eng Premier League,25-074,2001,4.0,0,0,0,0,1,0,0,0,0,0
1648,Jacen Russell-Rowe,ca CAN,FW,Toulouse,fr Ligue 1,24.0,2002,4,3,251,2.8,1,0,1,1,0,0,0,0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,1648,ca CAN,FW,fr Ligue 1,24-001,2002,2.8,1,8,4,50.0,2.87,1.43,0.13,0.25,0,0,2053,ca CAN,FW,fr Ligue 1,24-001,2002,4,251,63,69.7,2.8,3,77,1,1,20,0,0.50,4,4,0,0.00,+2.48,1648,ca CAN,FW,fr Ligue 1,24-001,2002,2.8,0,0,0,4,0,1,2,1,0,0
1649,Georginio Rutter,fr FRA,FW,Brighton,eng Premier League,24.0,2002,1,1,90,1.0,0,1,1,0,0,0,0,0,1.00,,,,,,,,,,,,,,,,,,,,,,,,,1649,fr FRA,FW,eng Premier League,24-147,2002,1.0,0,2,0,0.0,2.00,0.00,0.00,,0,0,2054,fr FRA,FW,eng Premier League,24-147,2002,1,90,90,25.0,1.0,1,90,1,0,,0,3.00,4,0,+4,+4.00,+2.67,1649,fr FRA,FW,eng Premier League,24-147,2002,1.0,0,0,0,0,0,2,0,0,2,0
1650,Mathew Ryan,au AUS,GK,Levante,es La Liga,34.0,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,88,au AUS,GK,es La Liga,34-159,1992,5,5,450,5.0,9,1.80,27,18,66.7,1,2,2,2,40.0,2,1,1,0,1650,au AUS,GK,es La Liga,34-159,1992,5.0,0,0,0,,0.00,0.00,,,0,0,2055,au AUS,GK,es La Liga,34-159,1992,5,450,90,100.0,5.0,5,90,5,0,,0,1.00,7,9,-2,-0.40,,1650,au AUS,GK,es La Liga,34-159,1992,5.0,0,0,0,0,1,0,0,0,0,0
1651,Julian Ryerson,no NOR,MF,Dortmund,de Bundesliga,28.0,1997,3,3,239,2.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1651,no NOR,MF,de Bundesliga,28-301,1997,2.7,0,0,0,,0.00,0.00,,,0,0,2056,no NOR,MF,de Bundesliga,28-301,1997,3,239,80,88.5,2.7,3,80,1,0,,0,3.00,6,2,+4,+1.51,-4.30,1651,no NOR,MF,de Bundesliga,28-301,1997,2.7,1,0,0,2,5,0,25,5,2,0
1652,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,34.0,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,89,dk DEN,GK,de Bundesliga,34-041,1992,2,2,180,2.0,7,3.50,19,12,63.2,0,0,2,0,0.0,0,0,0,0,1652,dk DEN,GK,de Bundesliga,34-041,1992,2.0,0,0,0,,0.00,0.00,,,0,0,2057,dk DEN,GK,de Bundesliga,34-041,1992,2,180,90,66.7,2.0,2,90,2,0,,0,0.00,1,7,-6,-3.00,-3.00,1652,dk DEN,GK,de Bundesliga,34-041,1992,2.0,0,0,0,0,0,0,0,0,0,0
1653,Stefano Sabelli,it ITA,MF,Genoa,it Serie A,33.0,1993,1,1,45,0.5,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1653,it ITA,MF,it Serie A,33-244,1993,0.5,0,0,0,,0.00,0.00,,,0,0,2058,it ITA,MF,it Serie A,33-244,1993,1,45,45,12.5,0.5,1,45,0,0,,2,0.00,1,5,-4,-8.00,-7.43,1653,it ITA,MF,it Serie A,33-244,1993,0.5,1,0,0,2,1,1,1,2,0,0
1654,Marcel Sabitzer,at AUT,"FW,MF",Dortmund,de Bundesliga,32.0,1994,3,0,67,0.7,0,1,1,0,0,0,0,0,1.34,,,,,,,,,,,,,,,,,,,,,,,,,1654,at AUT,"FW,MF",de Bundesliga,32-181,1994,0.7,0,1,0,0.0,1.34,0.00,0.00,,0,0,2059,at AUT,"FW,MF",de Bundesliga,32-181,1994,3,67,22,24.8,0.7,0,,0,3,22,0,3.00,2,0,+2,+2.69,+0.91,1654,at AUT,"FW,MF",de Bundesliga,32-181,1994,0.7,0,0,0,0,1,1,4,1,0,0
1655,Mujaid Sadick,es ESP,DF,Rayo Vallecano,es La Liga,26.0,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1655,es ESP,DF,es La Liga,26-184,2000,0.2,0,0,0,,0.00,0.00,,,0,0,2060,es ESP,DF,es La Liga,26-184,2000,1,16,16,3.6,0.2,0,,0,1,16,1,0.00,0,1,-1,-5.63,-4.59,1655,es ESP,DF,es La Liga,26-184,2000,0.2,0,0,0,0,0,0,0,0,0,0
1656,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,21.0,2004,4,4,343,3.8,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1656,cd COD,MF,eng Premier League,21-271,2004,3.8,0,6,3,50.0,1.57,0.79,0.00,0.00,0,0,2061,cd COD,MF,eng Premier League,21-271,2004,4,343,86,95.3,3.8,4,86,3,0,,0,1.00,2,5,-3,-0.79,-6.08,1656,cd COD,MF,eng Premier League,21-271,2004,3.8,1,0,0,2,6,0,2,2,5,0
1657,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,29.0,1997,3,1,160,1.8,1,0,1,1,0,0,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,1657,ng NGA,FW,es La Liga,29-224,1997,1.8,1,3,3,100.0,1.69,1.69,0.33,0.33,0,0,2062,ng NGA,FW,es La Liga,29-224,1997,3,160,53,35.6,1.8,1,90,1,2,35,0,0.33,1,4,-3,-1.69,+0.17,1657,ng NGA,FW,es La Liga,29-224,1997,1.8,0,0,0,1,1,4,1,0,0,0
1658,Alexis Saelemaekers,be BEL,MF,Milan,it Serie A,27.0,1999,3,1,117,1.3,0,1,1,0,0,0,0,0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,1658,be BEL,MF,it Serie A,27-079,1999,1.3,0,1,0,0.0,0.77,0.00,0.00,,0,0,2063,be BEL,MF,it Serie A,27-079,1999,3,117,39,32.5,1.3,1,60,0,2,29,1,2.33,2,1,+1,+0.77,+0.03,1658,be BEL,MF,it Serie A,27-079,1999,1.3,0,0,0,1,1,0,2,2,4,0
1659,Matvei Safonov,ru RUS,GK,Paris SG,fr Ligue 1,27.0,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,90,ru RUS,GK,fr Ligue 1,27-201,1999,4,4,360,4.0,6,1.50,14,7,57.1,1,2,1,1,25.0,0,0,0,0,1659,ru RUS,GK,fr Ligue 1,27-201,1999,4.0,0,0,0,,0.00,0.00,,,0,0,2064,ru RUS,GK,fr Ligue 1,27-201,1999,4,360,90,100.0,4.0,4,90,4,0,,0,1.25,6,6,0,0.00,,1659,ru RUS,GK,fr Ligue 1,27-201,1999,4.0,0,0,0,0,1,0,0,0,0,0
1660,Souleymane Sagnan,fr FRA,DF,Lens,fr Ligue 1,21.0,2005,3,2,246,2.7,0,0,0,0,0,0,2,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1660,fr FRA,DF,fr Ligue 1,21-131,2005,2.7,0,1,1,100.0,0.37,0.37,0.00,0.00,0,0,2065,fr FRA,DF,fr Ligue 1,21-131,2005,3,246,82,68.3,2.7,2,90,2,1,66,0,1.00,6,5,+1,+0.37,+0.37,1660,fr FRA,DF,fr Ligue 1,21-131,2005,2.7,2,1,1,2,1,0,2,5,8,0
1661,Richie Sagrado,be BEL,MF,Venezia,it Serie A,22.0,2004,3,1,149,1.7,1,0,1,1,0,0,0,0,0.60,,,,,,,,,,,,,,,,,,,,,,,,,1661,be BEL,MF,it Serie A,22-227,2004,1.7,1,4,1,25.0,2.42,0.60,0.25,1.00,0,0,2066,be BEL,MF,it Serie A,22-227,2004,3,149,50,41.4,1.7,1,68,0,2,41,1,0.00,3,6,-3,-1.81,-0.11,1661,be BEL,MF,it Serie A,22-227,2004,1.7,0,0,0,1,2,0,2,1,0,0
1662,Osame Sahraoui,ma MAR,MF,Lille,fr Ligue 1,25.0,2001,2,1,73,0.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1662,ma MAR,MF,fr Ligue 1,25-095,2001,0.8,0,2,1,50.0,2.47,1.23,0.00,0.00,0,0,2067,ma MAR,MF,fr Ligue 1,25-095,2001,2,73,37,20.3,0.8,1,45,0,1,28,2,3.00,0,0,0,0.00,-1.57,1662,ma MAR,MF,fr Ligue 1,25-095,2001,0.8,0,0,0,0,2,0,0,1,0,0
1663,Ismael Saibari,ma MAR,"MF,FW",Bayern Munich,de Bundesliga,25.0,2001,3,2,150,1.7,0,2,2,0,0,0,0,0,1.20,,,,,,,,,,,,,,,,,,,,,,,,,1663,ma MAR,"MF,FW",de Bundesliga,25-229,2001,1.7,0,4,0,0.0,2.40,0.00,0.00,,0,0,2068,ma MAR,"MF,FW",de Bundesliga,25-229,2001,3,150,50,55.6,1.7,2,60,0,1,30,0,2.33,3,1,+2,+1.20,-1.05,1663,ma MAR,"MF,FW",de Bundesliga,25-229,2001,1.7,0,0,0,2,2,0,4,1,0,0
1664,Bukayo Saka,eng ENG,MF,Arsenal,eng Premier League,25.0,2001,4,4,336,3.7,3,0,3,2,1,1,0,0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,1664,eng ENG,MF,eng Premier League,25-009,2001,3.7,3,13,8,61.5,3.48,2.14,0.23,0.38,1,1,2070,eng ENG,MF,eng Premier League,25-009,2001,4,336,84,93.3,3.7,4,84,2,0,,0,3.00,8,1,+7,+1.87,+1.87,1664,eng ENG,MF,eng Premier League,25-009,2001,3.7,0,0,0,2,14,3,13,3,5,0
1665,Mathis Saka,fr FRA,FW,Toulouse,fr Ligue 1,19.0,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,1665,fr FRA,FW,fr Ligue 1,19-359,2006,0.1,0,0,0,,0.00,0.00,,,0,0,2071,fr FRA,FW,fr Ligue 1,19-359,2006,1,5,5,1.4,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,+0.76,1665,fr FRA,FW,fr Ligue 1,19-359,2006,0.1,0,0,0,1,0,0,0,0,0,0
